aX,aY,aZ,gX,gY,gZ
0.08,-0.15,0.99,1.81,-0.44,-0.89
0.08,-0.14,0.98,-2.85,0.9,-0.68
0.08,-0.15,0.98,-1.28,1.7,-0.4
0.08,-0.13,0.99,1.38,1.41,-0.31
0.08,-0.12,0.98,-2.53,0.85,-0.13
0.08,-0.15,0.99,-4.8,0.58,-0.39
0.08,-0.14,0.99,-3.1,1.33,-0.06
0.08,-0.14,0.98,-0.4,1.11,-0.16
0.08,-0.14,0.99,-2.39,1.13,-0.57
0.07,-0.16,0.98,-1.38,1.16,-0.69
0.08,-0.14,0.99,-0.86,0.84,-0.57
0.08,-0.14,0.99,-4.08,0.63,-0.43
0.08,-0.15,0.98,-3.33,1.39,-0.2
0.07,-0.14,0.98,-2.28,1.27,-0.06
0.08,-0.15,0.98,-3.25,0.89,-0.24
0.08,-0.14,0.98,-3.08,1.3,-0.32
0.08,-0.14,0.98,-3.43,1.24,-0.12
0.09,-0.15,0.99,-4.53,1.53,-0.6
0.08,-0.14,1.0,-6.83,0.53,-0.79
0.09,-0.16,0.98,-6.5,0.71,-0.96
0.08,-0.16,0.98,-3.89,0.89,-0.42
0.07,-0.15,0.99,-3.45,2.1,-0.37
0.08,-0.13,1.01,-6.31,0.69,0.08
0.09,-0.16,0.96,-6.65,1.87,0.24
0.08,-0.16,0.97,-1.53,1.95,-0.21
0.08,-0.16,0.98,-4.4,-0.38,-0.81
0.08,-0.15,1.0,-10.13,-0.15,-1.31
0.08,-0.17,0.98,-9.92,1.17,-0.71
0.08,-0.17,0.98,-3.43,1.09,-0.31
0.08,-0.15,0.99,-3.89,0.62,0.2
0.08,-0.16,0.99,-8.15,0.44,-0.23
0.08,-0.17,0.99,-7.56,1.05,-0.5
0.08,-0.18,0.99,-5.68,0.69,-0.42
0.08,-0.17,0.98,-5.52,1.32,-0.24
0.08,-0.19,0.98,-5.08,2.21,-0.11
0.08,-0.19,0.99,-4.08,2.32,-0.18
0.08,-0.18,0.98,-5.89,3.87,-0.37
0.08,-0.18,0.98,-6.31,2.95,-0.05
0.08,-0.18,0.98,-4.99,3.64,0.13
0.08,-0.18,0.98,-4.61,1.87,0.24
0.07,-0.18,0.99,-5.66,2.77,0.05
0.07,-0.19,0.98,-6.26,3.05,-0.2
0.07,-0.19,0.98,-4.0,1.49,-0.18
0.08,-0.18,0.98,-4.66,0.88,-0.13
0.08,-0.19,0.97,-5.48,-0.52,-0.55
0.08,-0.19,0.99,-3.79,0.17,-0.57
0.07,-0.2,0.98,-4.34,1.68,-0.59
0.07,-0.19,0.99,-4.49,0.79,-0.15
0.07,-0.19,0.97,-5.55,1.12,0.4
0.08,-0.2,0.96,-1.18,2.22,0.28
0.07,-0.2,0.97,0.92,0.89,-0.31
0.07,-0.18,1.0,-6.57,-1.03,-1.02
0.07,-0.21,0.97,-8.53,0.53,-0.94
0.08,-0.2,0.96,0.33,0.91,-0.15
0.08,-0.18,0.97,-0.4,0.34,0.15
0.08,-0.19,0.98,-6.9,1.04,-0.05
0.07,-0.21,0.98,-6.25,1.37,-0.31
0.08,-0.21,0.97,-2.65,0.42,-0.35
0.07,-0.2,0.97,-2.63,0.81,-0.55
0.08,-0.22,0.98,-2.31,0.65,-0.39
0.07,-0.2,0.98,-1.58,0.02,-0.71
0.08,-0.2,0.98,-3.85,-0.03,-0.73
0.07,-0.2,0.98,-3.15,0.93,-0.18
0.07,-0.2,0.98,-1.41,1.18,0.11
0.08,-0.19,0.97,-1.31,0.65,-0.02
0.08,-0.19,0.97,-3.27,0.86,-0.25
0.08,-0.2,0.98,-4.4,1.24,-0.32
0.08,-0.21,0.98,-2.69,1.32,-0.45
0.08,-0.2,0.98,-1.5,0.79,-0.33
0.08,-0.2,0.97,-1.74,-0.03,-0.5
0.08,-0.2,0.98,-2.35,0.39,-0.61
0.08,-0.2,0.97,-2.37,1.22,-0.53
0.08,-0.21,0.98,-2.82,1.65,-0.03
0.08,-0.2,0.98,-4.17,1.58,0.41
0.08,-0.21,0.97,-0.19,1.54,0.06
0.08,-0.21,0.98,2.94,0.1,-0.4
0.07,-0.19,0.99,-1.2,-0.77,-1.02
0.08,-0.21,0.97,-5.85,1.09,-0.79
0.09,-0.21,0.97,-0.34,1.56,-0.1
0.08,-0.19,0.98,1.15,1.45,0.41
0.08,-0.19,0.99,-4.19,0.66,-0.22
0.08,-0.21,0.98,-4.37,1.24,-0.4
0.08,-0.21,0.98,-0.79,0.34,-0.39
0.08,-0.2,0.97,-0.76,1.11,-0.5
0.09,-0.2,0.97,-1.76,1.26,-0.31
0.08,-0.21,0.99,-0.65,1.04,-0.5
0.07,-0.2,0.99,-2.4,0.43,-0.79
0.08,-0.21,0.98,-1.76,1.08,-0.31
0.08,-0.2,0.98,0.14,1.36,0.19
0.09,-0.19,0.98,0.53,0.78,0.07
0.08,-0.19,0.98,-0.21,1.15,-0.24
0.08,-0.2,0.97,-0.82,1.39,-0.32
0.09,-0.2,0.98,0.69,1.31,-0.58
0.08,-0.2,0.97,0.66,0.78,-0.34
0.08,-0.2,0.98,0.9,0.52,-0.4
0.08,-0.19,0.98,0.34,0.89,-0.7
0.08,-0.2,0.97,-0.25,1.21,-0.48
0.07,-0.19,0.98,2.57,1.3,0.0
0.08,-0.17,0.98,-0.98,1.39,0.31
0.08,-0.19,0.97,0.18,1.34,0.0
0.08,-0.19,0.98,3.04,0.4,-0.5
0.07,-0.19,0.99,1.92,-0.15,-0.84
0.08,-0.17,0.98,-1.83,1.69,-0.42
0.08,-0.19,0.97,2.62,1.24,-0.27
0.08,-0.17,0.98,3.67,1.02,-0.15
0.08,-0.16,0.99,-0.82,0.97,-0.12
0.08,-0.19,0.99,-0.42,1.5,-0.57
0.08,-0.18,0.97,1.64,0.82,-0.18
0.08,-0.17,0.99,1.75,1.27,-0.44
0.08,-0.17,0.98,-0.35,1.1,-0.56
0.08,-0.18,0.98,2.4,1.08,-0.44
0.07,-0.17,0.99,1.66,1.12,-0.54
0.08,-0.17,0.99,-0.08,1.4,0.04
0.08,-0.16,0.98,1.59,1.39,0.1
0.07,-0.16,0.98,1.34,1.31,0.2
0.08,-0.16,0.98,0.76,1.27,0.04
0.08,-0.17,0.99,1.06,1.8,-0.22
0.09,-0.16,0.98,0.95,1.51,-0.53
0.08,-0.16,0.98,1.17,1.31,-0.47
0.08,-0.16,0.99,0.08,0.95,-0.37
0.08,-0.17,0.98,0.83,0.82,-0.38
0.08,-0.16,0.98,1.95,0.98,-0.29
0.07,-0.16,0.99,1.68,2.03,-0.34
0.08,-0.14,1.0,-1.66,1.68,0.23
0.08,-0.16,0.97,1.49,2.53,0.8
0.08,-0.15,0.99,3.82,0.97,-0.08
0.08,-0.16,0.99,0.67,-0.4,-0.77
0.08,-0.15,0.97,1.81,1.22,-0.46
0.07,-0.15,0.97,1.66,1.76,-0.08
0.09,-0.14,0.99,0.64,1.53,-0.15
0.08,-0.13,0.98,-0.69,1.23,0.02
0.08,-0.15,0.98,0.33,0.68,-0.03
0.07,-0.14,0.99,1.38,2.09,-0.08
0.08,-0.14,0.99,0.9,1.62,0.2
0.08,-0.14,0.99,2.48,1.89,-0.16
0.08,-0.13,0.98,1.97,1.6,-0.37
0.07,-0.14,0.99,-0.18,0.88,-0.37
0.08,-0.14,0.97,2.29,1.44,-0.09
0.08,-0.12,0.99,1.3,1.13,0.04
0.08,-0.12,0.98,-0.31,0.71,0.05
0.08,-0.12,0.98,0.01,0.21,-0.18
0.08,-0.13,0.99,-1.27,0.91,-0.41
0.08,-0.13,0.99,-0.41,1.03,-0.63
0.07,-0.12,0.99,-1.01,0.77,-0.54
0.07,-0.13,0.98,-1.5,0.86,-0.44
0.08,-0.12,0.98,-0.85,0.66,-0.37
0.08,-0.12,0.99,-1.64,0.92,-0.38
0.08,-0.13,0.98,-2.87,1.31,-0.4
0.08,-0.11,1.01,-5.11,0.73,-0.53
0.07,-0.13,0.98,-7.47,1.29,-0.06
0.08,-0.14,0.98,-0.09,1.45,-0.36
0.07,-0.13,0.97,-0.69,0.36,-0.68
0.08,-0.12,0.99,-3.14,-0.29,-1.17
0.08,-0.13,0.99,-7.3,1.08,-0.67
0.08,-0.13,1.0,-6.63,1.15,-0.86
0.07,-0.13,1.0,-8.29,0.37,-0.63
0.08,-0.13,0.99,-9.93,-0.31,-0.47
0.08,-0.15,0.99,-6.38,0.6,-0.69
0.09,-0.14,0.99,-5.29,0.87,-0.33
0.08,-0.14,0.99,-4.33,1.47,-0.35
0.08,-0.14,0.98,-5.12,1.15,-0.22
0.08,-0.15,0.99,-5.8,1.18,-0.66
0.08,-0.14,1.0,-6.56,0.75,-0.74
0.08,-0.15,0.98,-7.24,0.84,-0.48
0.08,-0.15,0.99,-5.28,0.98,-0.37
0.08,-0.15,0.99,-5.3,0.76,-0.17
0.08,-0.16,0.99,-6.71,0.77,-0.28
0.08,-0.16,0.98,-5.97,1.21,-0.22
0.07,-0.17,0.98,-5.59,1.44,-0.47
0.08,-0.15,0.98,-6.25,1.3,-0.25
0.09,-0.16,0.99,-6.31,0.94,-0.27
0.08,-0.16,0.98,-4.5,0.62,-0.35
0.08,-0.16,0.99,-5.29,0.85,-0.43
0.07,-0.17,0.99,-6.3,1.81,-0.64
0.08,-0.16,1.0,-6.33,0.66,-0.45
0.09,-0.16,0.98,-7.66,1.24,0.18
0.07,-0.18,0.97,-2.76,2.08,0.29
0.09,-0.18,0.98,-0.73,0.28,-0.02
0.08,-0.16,1.01,-7.45,0.4,-1.01
0.08,-0.18,0.99,-10.71,2.99,-0.9
0.08,-0.2,0.97,-4.11,2.6,-0.12
0.08,-0.16,0.98,-3.37,2.31,0.42
0.07,-0.18,0.99,-7.53,1.7,0.18
0.08,-0.19,0.99,-7.21,1.98,-0.31
0.08,-0.19,0.99,-5.08,1.9,-0.29
0.07,-0.19,0.98,-4.42,3.54,-0.34
0.07,-0.19,0.97,-4.4,2.26,0.04
0.07,-0.19,0.98,-3.99,1.34,-0.34
0.07,-0.19,0.98,-5.07,1.21,-0.56
0.08,-0.19,0.98,-4.47,1.65,-0.27
0.07,-0.2,0.98,-3.18,2.47,-0.11
0.07,-0.19,0.98,-3.7,2.36,0.13
0.07,-0.19,0.98,-4.51,1.32,-0.11
0.08,-0.2,0.98,-4.43,1.11,-0.34
0.08,-0.2,0.99,-3.93,0.36,-0.58
0.08,-0.19,0.98,-3.4,0.16,-0.45
0.07,-0.2,0.97,-3.4,-0.13,-0.6
0.07,-0.21,0.98,-2.86,-0.45,-0.47
0.08,-0.19,0.99,-3.47,-0.18,-0.44
0.07,-0.2,0.98,-3.55,1.18,-0.76
0.07,-0.19,0.99,-3.18,0.44,-0.32
0.08,-0.2,0.97,-4.41,0.56,0.13
0.08,-0.21,0.98,0.15,1.0,-0.07
0.08,-0.2,0.98,2.51,-0.4,-0.51
0.07,-0.19,0.99,-4.08,-0.75,-1.24
0.08,-0.2,0.97,-6.37,1.09,-0.55
0.08,-0.2,0.96,0.87,1.25,-0.03
0.08,-0.18,0.98,-1.29,0.65,0.16
0.08,-0.21,0.98,-6.52,0.69,-0.5
0.08,-0.21,0.98,-3.0,0.75,-0.5
0.08,-0.2,0.98,-1.58,0.97,-0.56
0.08,-0.2,0.97,-3.22,0.75,-0.6
0.08,-0.21,0.97,-1.17,1.31,-0.4
0.07,-0.2,0.99,-1.61,0.77,-0.8
0.08,-0.2,0.97,-3.61,0.88,-0.47
0.08,-0.2,0.97,-1.69,1.45,-0.18
0.07,-0.2,0.98,-0.85,1.16,-0.07
0.08,-0.19,0.97,-2.48,1.02,-0.09
0.08,-0.2,0.98,-2.42,1.36,-0.21
0.08,-0.2,0.99,-2.22,1.22,-0.69
0.08,-0.2,0.98,-2.66,0.46,-0.41
0.08,-0.21,0.98,-0.71,0.52,-0.74
0.09,-0.2,0.99,-0.37,-0.26,-0.54
0.08,-0.21,0.98,1.89,-0.08,-0.54
0.08,-0.2,0.96,5.52,1.02,-0.33
0.08,-0.18,0.97,4.01,0.7,0.19
0.08,-0.18,0.97,-0.96,1.08,0.21
0.07,-0.21,0.98,2.04,1.38,-0.19
0.08,-0.2,0.98,3.81,0.25,-0.65
0.08,-0.19,0.99,1.87,0.34,-0.98
0.09,-0.2,0.98,0.05,1.6,-0.41
0.08,-0.18,0.98,4.66,1.21,0.18
0.08,-0.16,0.98,1.68,1.23,0.14
0.08,-0.18,0.98,-1.95,1.17,0.0
0.08,-0.18,0.99,0.11,1.66,-0.43
0.08,-0.18,0.98,1.15,0.69,-0.38
0.08,-0.17,0.98,1.53,1.08,-0.67
0.08,-0.18,0.99,0.02,0.89,-0.35
0.07,-0.18,0.99,1.32,0.84,-0.52
0.08,-0.18,0.97,4.76,1.24,-0.15
0.07,-0.16,0.98,6.44,1.56,0.61
0.08,-0.15,0.98,2.8,1.47,0.58
0.09,-0.16,0.98,2.18,0.89,0.15
0.09,-0.17,0.99,2.26,0.99,0.11
0.09,-0.16,1.0,0.72,1.46,-0.4
0.08,-0.16,0.99,1.41,1.67,-0.63
0.08,-0.16,0.98,1.69,1.05,-0.5
0.07,-0.16,0.98,1.95,0.76,-0.42
0.08,-0.15,0.98,2.92,1.17,-0.14
0.08,-0.15,0.99,1.95,1.44,-0.14
0.08,-0.14,0.99,0.97,1.51,-0.09
0.08,-0.13,0.99,-2.5,1.79,-0.05
0.08,-0.16,0.98,-0.45,1.22,0.02
0.08,-0.15,0.99,3.67,1.49,-0.58
0.08,-0.15,0.99,2.19,0.18,-0.78
0.09,-0.14,0.98,-1.21,1.68,-0.32
0.08,-0.15,0.98,1.75,2.07,0.04
0.08,-0.12,0.99,0.33,1.55,0.08
0.08,-0.13,0.99,-3.88,1.11,0.07
0.08,-0.16,0.99,-2.31,1.05,-0.6
0.08,-0.14,0.99,-2.46,1.11,-0.63
0.07,-0.14,0.99,-1.86,1.02,-0.65
0.08,-0.14,0.98,-3.25,0.65,-0.5
0.07,-0.15,0.98,-1.46,1.02,-0.63
0.08,-0.13,0.99,-1.92,0.46,-0.31
0.07,-0.14,0.98,-4.22,0.69,-0.4
0.08,-0.14,0.98,-1.68,1.64,0.23
0.08,-0.13,0.99,-4.27,1.25,-0.06
0.08,-0.14,0.98,-6.24,0.85,-0.31
0.08,-0.15,0.99,-5.14,0.84,-0.74
0.08,-0.14,0.99,-6.6,1.14,-0.97
0.08,-0.15,0.99,-6.4,1.33,-0.73
0.08,-0.15,0.99,-5.02,0.5,-0.73
0.08,-0.15,0.99,-4.67,0.48,-0.71
0.08,-0.14,0.98,-5.76,0.63,-0.52
0.08,-0.16,0.99,-7.05,1.68,-0.66
0.08,-0.15,1.0,-8.71,0.24,-0.23
0.08,-0.17,0.96,-7.14,1.27,0.08
0.08,-0.17,0.98,-0.98,1.47,0.07
0.08,-0.16,0.99,-2.47,-0.56,-0.73
0.08,-0.16,0.99,-9.08,0.23,-1.18
0.08,-0.17,0.98,-9.56,1.52,-0.69
0.09,-0.17,0.98,-3.86,1.28,0.06
0.08,-0.16,0.99,-5.45,1.02,0.15
0.08,-0.17,1.0,-7.95,1.18,-0.13
0.08,-0.18,0.99,-5.89,1.33,-0.11
0.08,-0.18,0.98,-4.29,1.25,-0.62
0.08,-0.17,0.98,-5.66,1.63,-0.52
0.08,-0.18,0.98,-5.1,1.24,-0.38
0.08,-0.18,0.98,-4.29,1.11,-0.5
0.08,-0.18,0.99,-5.05,1.25,-0.38
0.08,-0.18,0.98,-5.08,1.26,-0.27
0.08,-0.17,0.98,-4.37,1.31,-0.12
0.08,-0.17,0.98,-4.78,1.04,0.01
0.09,-0.18,0.99,-5.24,1.56,-0.24
0.08,-0.19,0.98,-5.1,1.48,-0.3
0.08,-0.19,0.98,-4.15,1.38,-0.24
0.08,-0.19,0.97,-4.14,1.1,-0.33
0.08,-0.2,0.97,-3.88,0.85,-0.44
0.08,-0.19,0.98,-4.12,0.89,-0.32
0.08,-0.19,0.97,-4.82,1.92,-0.45
0.07,-0.19,0.99,-4.26,1.23,-0.15
0.08,-0.19,0.97,-5.85,1.65,0.37
0.09,-0.2,0.96,-1.44,2.16,0.23
0.08,-0.2,0.98,1.17,0.5,-0.26
0.08,-0.19,1.0,-5.55,-0.04,-1.17
0.08,-0.21,0.98,-9.28,0.74,-1.19
0.08,-0.22,0.97,-0.4,1.82,-0.32
0.08,-0.18,0.97,1.55,1.25,0.45
0.08,-0.18,0.98,-3.63,0.66,0.4
0.08,-0.21,0.98,-2.99,1.4,-0.2
0.08,-0.2,0.97,-1.85,0.4,-0.27
0.08,-0.19,0.99,-3.69,1.15,-0.82
0.08,-0.21,0.97,-2.9,1.24,-0.54
0.07,-0.21,0.99,-0.46,1.04,-0.53
0.07,-0.2,0.99,-3.78,1.47,-0.8
0.08,-0.21,0.98,-3.62,2.33,-0.04
0.08,-0.19,0.98,1.63,1.62,0.42
0.07,-0.18,0.97,-0.19,1.03,0.11
0.08,-0.19,0.98,-3.79,0.73,-0.28
0.09,-0.2,0.97,-2.78,1.15,-0.27
0.08,-0.2,0.98,-1.85,1.27,-0.31
0.08,-0.2,0.98,-1.89,0.76,-0.46
0.09,-0.2,0.98,-1.09,0.16,-0.57
0.08,-0.19,0.99,-3.39,1.64,-0.28
0.08,-0.2,0.99,-2.8,3.95,-0.13
0.07,-0.19,0.99,-2.4,1.82,0.59
0.08,-0.19,0.96,-0.15,1.53,1.04
0.07,-0.2,0.97,1.39,1.03,-0.03
0.08,-0.2,0.98,0.5,-0.34,-1.02
0.08,-0.19,1.01,-5.78,-0.26,-1.75
0.08,-0.22,0.98,-4.63,0.82,-0.86
0.08,-0.21,0.97,6.82,0.74,-0.04
0.08,-0.17,0.98,3.76,0.01,0.45
0.09,-0.19,0.99,-1.62,0.23,0.03
0.08,-0.2,0.98,1.52,0.71,-0.21
0.07,-0.18,0.97,5.15,0.63,-0.21
0.08,-0.18,0.98,2.15,1.51,-0.53
0.08,-0.19,0.98,2.15,0.98,-0.62
0.08,-0.19,0.98,5.97,1.09,-0.56
0.08,-0.17,0.99,4.02,1.12,-0.31
0.07,-0.17,0.98,2.11,1.35,-0.12
0.08,-0.17,0.98,2.73,1.34,0.12
0.08,-0.17,0.99,2.34,1.04,0.32
0.08,-0.17,0.98,1.37,1.14,0.08
0.08,-0.17,0.99,1.96,1.42,-0.09
0.07,-0.16,0.99,1.88,0.72,-0.5
0.08,-0.17,0.99,1.42,0.75,-0.56
0.08,-0.17,0.98,2.56,1.11,-0.77
0.08,-0.16,0.99,2.53,1.4,-0.21
0.08,-0.15,0.98,-0.07,1.84,0.47
0.08,-0.15,0.99,2.5,1.38,0.3
0.07,-0.16,0.97,1.96,0.63,-0.46
0.07,-0.15,0.99,1.05,-0.09,-0.78
0.08,-0.15,0.97,-1.27,2.04,-0.08
0.09,-0.15,0.98,5.2,1.91,0.27
0.08,-0.13,0.99,1.08,1.07,-0.2
0.07,-0.15,0.98,0.1,1.12,-0.18
0.08,-0.15,0.99,0.92,1.6,-0.12
0.08,-0.15,1.0,0.34,1.55,-0.15
0.08,-0.15,0.98,2.65,1.74,-0.12
0.07,-0.15,0.98,5.06,1.35,-0.1
0.08,-0.12,0.99,2.52,1.08,-0.44
0.07,-0.13,0.98,0.32,0.83,-0.44
0.08,-0.13,0.97,1.14,1.34,-0.08
0.08,-0.13,0.97,1.53,1.32,-0.02
0.08,-0.12,0.99,-0.65,0.95,-0.04
0.08,-0.12,1.0,-4.08,0.21,-0.46
0.08,-0.14,0.98,-2.5,0.6,-0.47
0.09,-0.13,0.98,-0.24,0.87,-0.44
0.08,-0.13,0.99,-2.49,0.79,-0.49
0.08,-0.13,0.98,-1.73,1.54,-0.58
0.08,-0.11,1.0,-4.35,0.92,-0.11
0.08,-0.13,0.97,-4.34,1.86,0.2
0.08,-0.13,0.98,-0.89,1.22,-0.34
0.07,-0.13,1.01,-5.91,-0.73,-1.34
0.08,-0.14,1.0,-10.65,-1.27,-1.8
0.09,-0.15,0.99,-10.05,0.98,-0.92
0.08,-0.15,0.99,-7.16,1.43,-0.22
0.08,-0.13,0.98,-6.5,1.31,0.11
0.08,-0.14,0.98,-7.48,0.51,0.02
0.08,-0.15,0.99,-6.86,1.18,-0.25
0.09,-0.15,0.98,-6.63,0.97,-0.26
0.08,-0.15,0.98,-5.85,1.44,-0.51
0.08,-0.15,0.98,-5.11,1.22,-0.63
0.08,-0.16,1.0,-5.68,0.88,-0.63
0.07,-0.16,0.99,-7.12,0.56,-0.72
0.07,-0.16,0.99,-5.47,1.24,-0.4
0.08,-0.16,0.98,-5.0,1.47,-0.18
0.08,-0.15,0.98,-7.02,1.09,0.11
0.08,-0.17,0.98,-7.75,0.69,0.01
0.08,-0.17,0.98,-6.31,1.11,-0.24
0.08,-0.16,0.98,-4.87,0.77,-0.46
0.08,-0.17,0.98,-5.92,0.62,-0.4
0.08,-0.17,0.99,-5.95,1.67,-0.45
0.09,-0.17,0.99,-5.76,1.22,-0.34
0.08,-0.17,0.98,-7.1,2.14,0.21
0.07,-0.18,0.97,-3.94,2.83,0.25
0.08,-0.18,0.98,-1.52,1.19,-0.05
0.07,-0.17,1.0,-8.05,0.38,-1.02
0.07,-0.19,0.98,-11.0,1.27,-0.69
0.08,-0.2,0.97,-3.32,1.66,-0.21
0.07,-0.17,0.98,-2.44,1.22,0.15
0.08,-0.17,1.0,-7.38,0.67,-0.34
0.08,-0.19,0.98,-7.26,1.02,-0.59
0.08,-0.2,0.98,-4.36,1.0,-0.37
0.08,-0.18,0.98,-4.68,1.95,-0.22
0.08,-0.2,0.98,-3.7,1.57,0.04
0.08,-0.2,0.99,-3.35,1.61,-0.06
0.08,-0.19,0.98,-4.72,1.44,-0.49
0.07,-0.2,0.98,-4.72,1.54,-0.37
0.08,-0.2,0.97,-3.18,1.6,-0.28
0.08,-0.19,0.99,-3.56,1.52,-0.11
0.07,-0.2,0.97,-5.22,1.2,-0.02
0.08,-0.21,0.98,-4.69,1.25,-0.18
0.08,-0.2,0.97,-2.54,0.63,-0.13
0.08,-0.2,0.98,-2.63,0.43,-0.48
0.08,-0.2,0.99,-4.16,0.29,-0.71
0.08,-0.21,0.99,-4.28,0.21,-0.53
0.08,-0.2,0.98,-2.91,1.09,-0.05
0.08,-0.2,0.96,-3.43,1.37,0.33
0.08,-0.21,0.97,0.36,1.13,-0.15
0.07,-0.19,0.99,-0.16,-0.11,-0.79
0.08,-0.2,0.99,-7.31,0.33,-0.97
0.08,-0.22,0.96,-4.02,1.47,-0.36
0.09,-0.2,0.98,1.01,1.75,0.01
0.08,-0.18,0.98,-4.02,1.1,0.08
0.08,-0.21,0.98,-6.34,1.2,-0.37
0.08,-0.22,0.98,-2.53,0.69,-0.34
0.07,-0.2,0.98,-2.11,1.19,-0.57
0.08,-0.21,0.97,-2.66,1.09,-0.28
0.07,-0.22,0.98,-1.47,1.34,-0.38
0.07,-0.2,0.97,-3.14,1.09,-0.66
0.08,-0.21,0.98,-2.95,1.17,-0.38
0.08,-0.21,0.97,-0.58,1.3,-0.05
0.08,-0.2,0.98,-1.43,1.15,-0.09
0.08,-0.2,0.98,-2.36,0.86,-0.24
0.08,-0.21,0.98,-2.32,1.15,-0.22
0.08,-0.21,0.98,-1.47,0.79,-0.37
0.08,-0.2,0.97,1.03,0.76,-0.47
0.08,-0.2,0.98,-0.21,0.29,-0.75
0.08,-0.21,0.98,-2.1,0.52,-0.79
0.07,-0.21,0.98,-0.04,1.41,-0.34
0.08,-0.2,0.99,0.25,1.39,-0.01
0.07,-0.21,0.96,0.38,1.21,0.38
0.08,-0.21,0.97,3.23,0.4,-0.53
0.08,-0.2,0.98,2.53,-0.66,-1.05
0.08,-0.19,0.98,-1.61,0.63,-0.87
0.09,-0.2,0.96,1.59,1.51,0.01
0.08,-0.18,0.98,5.06,1.0,-0.07
0.08,-0.18,0.99,-0.21,0.81,0.08
0.09,-0.2,0.98,-1.65,1.16,-0.45
0.08,-0.19,0.99,2.89,0.47,-0.15
0.08,-0.18,0.98,2.73,1.1,-0.53
0.09,-0.18,0.97,1.91,1.05,-0.51
0.09,-0.19,0.98,2.97,0.78,-0.33
0.07,-0.18,0.99,1.4,0.93,-0.46
0.08,-0.18,0.99,0.4,1.25,-0.21
0.08,-0.18,0.97,1.59,0.96,0.32
0.08,-0.17,0.97,3.72,1.21,0.29
0.08,-0.16,0.99,2.1,0.7,-0.15
0.08,-0.18,0.98,0.44,1.15,-0.4
0.08,-0.17,0.99,1.84,1.3,-0.3
0.09,-0.16,0.99,2.24,1.54,-0.39
0.08,-0.17,0.99,0.64,0.96,-0.38
0.08,-0.17,0.98,3.47,0.74,-0.14
0.08,-0.16,0.98,5.74,1.01,-0.2
0.08,-0.16,0.98,3.52,1.68,0.11
0.08,-0.05,0.99,-26.32,-3.05,-1.84
0.11,-0.15,0.97,-24.84,-0.5,-2.9
0.09,-0.21,0.96,-3.62,0.0,-1.16
0.08,-0.1,1.02,-3.74,-0.35,-2.18
0.11,-0.1,0.97,-11.89,-0.46,-5.18
0.13,-0.1,0.98,-6.37,0.06,-5.32
0.12,-0.1,0.99,-13.7,1.67,-4.86
0.07,-0.14,1.0,-9.69,2.01,-5.07
0.09,-0.18,0.97,1.05,4.24,-2.97
0.09,-0.15,1.0,7.37,4.12,-1.88
0.12,-0.12,1.02,-1.33,1.11,0.18
0.12,-0.18,0.98,-4.38,-1.71,-0.11
0.12,-0.22,0.95,6.86,0.37,-0.4
0.06,-0.14,0.98,8.46,-0.1,-3.02
0.03,-0.14,0.98,-7.53,-1.79,-6.76
0.04,-0.17,0.97,0.6,-2.66,-6.28
0.06,-0.08,1.0,7.39,-3.63,-4.83
0.07,-0.11,0.97,-8.57,-1.18,-4.69
0.11,-0.14,0.98,-2.11,0.7,-4.11
0.09,-0.12,0.99,-0.28,-0.24,-3.51
0.1,-0.09,0.98,-2.16,-0.6,-5.36
0.12,-0.14,0.97,-1.99,-1.27,-7.02
0.1,-0.11,1.01,-6.57,-1.6,-7.15
0.13,-0.14,0.97,-2.84,0.94,-6.12
0.14,-0.16,0.99,-2.54,1.46,-3.16
0.13,-0.2,1.01,4.22,-1.73,-3.82
0.12,-0.13,1.03,-7.2,-2.98,-7.0
0.12,-0.18,0.97,-8.18,-0.53,-9.51
0.14,-0.18,0.95,6.44,-1.9,-12.27
0.06,-0.03,0.98,6.95,-0.29,-8.2
0.04,-0.02,0.98,-11.11,1.26,-1.67
0.06,-0.16,0.96,-3.39,-0.98,1.99
0.1,-0.13,1.02,2.16,-5.76,-0.44
0.12,-0.16,1.0,-6.11,-6.38,-1.46
0.16,-0.13,1.02,-2.2,-1.92,-3.39
0.17,-0.17,0.96,-3.94,1.24,-7.31
0.09,-0.1,0.97,12.83,0.35,-6.69
0.06,-0.01,0.99,-1.0,-2.5,-3.03
0.1,-0.12,0.96,-7.04,-4.95,-1.08
0.12,-0.13,0.96,6.53,-3.48,1.02
0.11,-0.06,1.0,-7.27,-1.48,4.3
0.12,-0.15,0.97,-4.69,2.24,5.76
0.13,-0.1,1.01,8.76,0.33,4.11
0.14,-0.09,1.02,-9.45,-0.32,3.08
0.19,-0.17,0.96,3.95,1.73,1.33
0.19,-0.12,0.99,6.98,2.75,-1.02
0.15,-0.11,0.97,0.95,3.2,-3.55
0.13,-0.11,0.93,1.47,5.11,-3.03
0.12,-0.1,0.93,4.33,6.83,-1.44
0.12,-0.01,1.01,-5.11,2.72,-1.63
0.11,-0.1,0.99,-27.31,1.94,-1.5
0.1,-0.16,1.04,-11.79,1.86,-2.42
0.11,-0.14,1.02,-17.11,0.06,-2.81
0.12,-0.2,0.93,-3.24,3.4,-3.35
0.1,-0.09,0.95,7.24,2.86,-0.75
0.08,-0.07,0.96,-6.31,1.44,1.49
0.12,-0.13,0.95,-18.03,3.12,1.33
